"studyID","title","year","journal","volume","issue","pages","authors","url","abstract","t.and.a_decision","t.and.a_exclusion_reason","fulltext_decision","fulltext_exclusion_reason","repeatability","repeatability_interpretation","repeatability_interpretation_context","repeatability_consist_predict","repeatability_consist_predict_context","repetability_comparison","repetability_comparison_interpretation","repetability_comparison_interpretation_context","unstandardize_variance","comments","observer","unstandardize_variance.2","times.extracted"
"APR096","Does it always pay to defend one's nest? A case study in African penguin",2018,"ETHOLOGY",124,1,"74-83","Traisnel, Gwendoline and Pichegru, Lorien","10.1111/eth.12704","Throughout the animal kingdom, individual variation in reproductive success is commonly observed, even under similar environmental conditions. However, the mechanisms behind such differences remain unclear. The notion of behavioural consistency in animals has developed rapidly since the early 21st century partly as an approach to understand among-individual differences. In this context, a number of studies have highlighted the influence of pair assortment in personality on breeding success. In this study, we related breeding success to individual behaviour, specifically a risk-taking behaviour, and pair assortment per behaviour in African penguins (Spheniscus demersus) over two breeding seasons of contrasting food availability. On Bird Island, Algoa Bay, South Africa, we used indices of boldness and overall mobility in penguins' nest defence behaviour as a response to a standard pedestrian approach during chick-rearing. These behaviours were consistent over the trials and indicated these traits may be related to personality in African penguins. Individuals were categorized as risk-prone (bold, mobile) or risk-averse (shy, non-mobile). We then assessed their breeding success through chick growth and survival over 4weeks in 2015 and 2016. There was weak positive assortment of pairs in relation to nest defence behaviour. However, pair assortment did not significantly influence birds' breeding success. Shy penguins were generally the most successful (had the highest chick growth rates), which was especially apparent during a food shortage in 2016, possibly reflecting a higher energy investment when foraging. In contrast, chicks from bold parents grew significantly slower, especially in 2016. Bold parents may defend their nest successfully against predation or intra-specific aggression when food is abundant, but when predation risks are limited and food availability is low, this strategy may not be beneficial. In the context of climate change, where food shortage events may become more frequent, risk-averse individuals may be favoured and genetic diversity may be reduced in African penguins.","yes",NA,NA,NA,"yes","within","To assess the stability of the different behaviours constituting boldness and mobility in nest defence over time ","yes","Consistency trials conducted in 2015 for 20 individuals revealed a high individual repeatability (R) in boldness degree and mobility index. // repeatability indices (R, R = 1 highly consistent, R = 0 non-consistent) of boldness","no",NA,NA,"no",NA,"MM","no",1
"APR100","Smaller and bolder prey snails have higher survival in staged encounters with the sea star Pisaster giganteus",2017,"CURRENT ZOOLOGY",63,6,"633-638","Foster, William C. and Armstrong, Connor M. and Chism, Gregory T. and Pruitt, Jonathan N.","10.1093/cz/zow116","Temporally consistent individual differences in behavior, also known as animal personality, can have large impacts on individual fitness. Here, we explore the degree to which individual differences in anti-predator response (or boldness) influence survival rates in groups of snails Chlorostoma funebralis when they encounter a predatory sea star Pisaster giganteus. The snail C. funebralis shows consistent individual variation in predator response where some fearful snails actively flee bodies of water occupied by predators whereas bolder snails consistently do not. We show here that bold snails are significantly more likely to survive encounters with a predatory sea star and, somewhat counterintuitively, fearful snails actually suffer higher mortality rates. We also found that smaller snails and those occurring at higher experimental densities experienced higher per capita survival rates. Positive effects of prey boldness on survival are not uncommonly reported in the animal personality literature; however, such results are inconsistent with classic animal personality theory borrowed from the optimal foraging literature. The findings herein add to the growing body of evidence that consistent individual differences in behavior can impact predator-prey interactions and that boldness is potentially under positive predator-driven selection in some systems.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR110","Some like it varied: Individual differences in preference for feed variety in dairy heifers",2017,"APPLIED ANIMAL BEHAVIOUR SCIENCE",195,NA,"41852","Meagher, Rebecca K. and Weary, Daniel M. and von Keyserlingk, Marina A. G.","10.1016/j.applanim.2017.06.006","Motivation to explore is believed to be widespread among animals, but exploratory behaviour varies within populations. Offering variety in feed is one simple way of allowing intensively housed dairy cattle to express exploratory foraging behaviour. Individuals' exploration of different feed types, as with other new stimuli, likely reflects a balance between exploratory motivation and fear of novelty. We tested the degree to which Holstein heifers (n = 10) preferred variety in feed vs. a constant, high quality mixed ration, by first providing varying types of forages and then varying flavours of mixed feed. We also investigated individual differences in exploratory behaviour by measuring switching between feed bins. Individual consistency in preferences was assessed between tests, and longer-term consistency was evaluated by comparing these results with behaviour in novel object and novel feed tests before weaning. On average, the heifers preferred the constant, familiar feed (spending on average just 20\% of their time at varied feed bins), but this preference varied among individuals (from 0 to 46\% of time eating in the forage trial, and 0-93\% in the flavour trial). Preference for varied forages correlated positively with intake of novel feed as calves (r(s) = 0.72, n = 9). Preference for varied flavours showed a negative correlation with latency to approach a novel object (r(s) = -0.65). It thus appears that preference for variety and exploratory foraging behaviour reflect consistent personality traits. These results suggest that offering novel feeds on a rotating schedule as a supplement to the regular diet may be an effective form of enrichment for at least some individuals within a herd.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR117","Integrating behaviour into the pace-of-life continuum: Divergent levels of activity and information gathering in fast-and slow-living snakes",2017,"BEHAVIOURAL PROCESSES",142,NA,"156-163","Gangloff, Eric J. and Chow, Melinda and Leos-Barajas, Vianey and Hynes, Stephanie and Hobbs, Brooke and Sparkman, Am and a M.","10.10164/j.beproc.2007.06.006","An animal's life history, physiology, and behaviour can be shaped by selection in a manner that favours strong associations among these aspects of an integrated phenotype. Recent work combining animal personality and life-history theory proposes that animals with faster life-history strategies (i.e., fast growth, high annual reproductive rate, short lifespan) should exhibit higher general activity levels relative to those with slower life history strategies, but empirical tests of within-species variation in these traits are lacking. In garter snakes from ecotypes which are known to differ in ecology, life -history strategy, and physiology, we tested for differences in tongue -flick rate as a measure of information gathering and movement patterns as a measure of general activity. Tongue flicks and movement were strongly positively correlated and both behaviours were repeatable across trials. Snakes from the fast-living ecotype were more active and showed evidence of habituation. The slow-living ecotype maintained low levels of activity throughout the trials. We propose that environmental factors, such as high predation, experienced by the fast-living ecotype select for both increased information-gathering and activity levels to facilitate efficient responses to repeated challenges. Thus, we offer evidence that behaviour is an important component of co-evolved suites of traits forming a general pace -of-life continuum in this system.","yes",NA,NA,NA,"yes","within","to assess individual stability in behaviours, we estimated the consistency repeatability of tongue-flick rate and proportion of time moving","yes","consistency repeatability, which
accounts for changes in behaviour over time","no",NA,NA,"no",NA,"MM","no",1
"APR118","Identifying individual male reproductive consistency in Drosophila melanogaster: The importance of controlling female behaviour",2017,"BEHAVIOURAL PROCESSES",142,NA,"84-90","Balaban-Feld, Jesse and Valone, Thomas J.","10.1016/j.beproc.2017.06.002","Work on the repeatability of reproductive behaviour has mainly focused on the consistency of female preferences. We characterised the consistency of individual male Drosophila melanogaster reproductive behaviour in two experiments. In the first experiment, we allowed males to interact with a pair of live females that differed in body size. We then controlled female behaviour in a second experiment by examining the courtship behaviour of individual males interacting with a pair of decapitated females that varied in body size. In both experiments, we examined the consistency of individual male reproductive behaviour across two repeated trials on the same day. Males did not exhibit a courtship preference for the larger female in either experiment, but, in experiment 1, males did exhibit post-copulatory choice by copulating for longer durations with the large female, and males that mated with the same type of female in both trials exhibited repeatable behaviour. In general, we found weak evidence of consistent male courtship behaviour in the presence of behaving females. However, when female behaviour was controlled in experiment 2, we found that male courtship behaviour was highly repeatable. These results indicate that individual male D. melanogaster exhibit consistent reproductive behaviour and demonstrate the importance of controlling female behaviour when attempting to characterise the repeatability of male reproductive behaviour.","yes",NA,NA,NA,"yes","within","individual males were found to be significantly repeatable for this behaviour","yes","consistency of individual male reproductive behaviour across two repeated trials on the same day","yes","within","We examined the repeatability of copulation duration for the two sets of males that mated with the same type of female in both trials. For the nine males that mated with the large female in consecutive trials, these males were significantly repeatable for copulation duration. For the six males that mated with the small female in both trials, these males exhibited a high degree of repeatability for copulation duration but the low sample size rendered this result only marginally significant.","no",NA,"MM","no",1
"APR119","The ontogeny of personality traits in the desert funnel-web spider, Agelenopsis lisa (Araneae: Agelenidae)",2017,"ETHOLOGY",123,9,"648-658","Bosco, Jennifer M. and Riechert, Susan E. and O'Meara, Brian C.","10.1111/eth.12639","Trait consistency over time is one of the cornerstones of animal personality. Behavioral syndromes are the result of correlations between behaviors. While repeatability in behavior is not a requirement for behavioral syndromes, the two concepts studied together provide a more comprehensive understanding of how behavior can change over ontogeny. The roles of ontogenetic processes in the emergence of personality and behavioral syndromes have received much individual attention. However, the characterization of both individual trait consistency and behavioral syndromes across both sexes, as in our study, has been relatively rare. Ontogeny refers to changes that occur from conception to maturation, and juveniles might be expected to undergo different selection pressures than sexually mature individuals and also will experience profound changes in hormones, morphology, and environment during this period. In this study, we test for behavioral trait consistency and behavioral syndromes across six time points during ontogenetic development in the desert funnel-web spider (Agelenopsis lisa). Our results indicate behavioral traits generally lack consistency (repeatability) within life stages and across ontogeny. However, penultimate males and mature females do exhibit noticeable mean-level changes, with greater aggressive responses toward prey, shorter latencies to explore their environment and in the exhibition of risk-averse responses to predatory cues. These traits also show high repeatability. Some trait correlations do exist as well. In particular, a strong correlation between aggressiveness toward prey and exploration factors is observed in mature males. However, because correlations among these factors are unstable across ontogeny and vary in strength over time, we conclude that behavioral syndromes do not exist in this species. Nevertheless, our results indicate that increased consistency, increasing average trait values, and varying correlations between traits may coincide with developmentally important changes associated with sexual maturation, albeit at different time points in males and females. This period of the life cycle merits systematic examination across taxa.","yes",NA,NA,NA,"yes","within","None of the factors were significantly repeatable within an individual developmental stage. This study is the first both to [...] provide measures of consistency of behavioral traits across such a large portion (~75%) of the life cycle in both sexes in any invertebrate species","yes","Our results indicate behavioral traits generally lack consistency (repeatability) within life stages and across ontogeny. // This study is the first both to [...] provide measures of consistency of behavioral traits across such a large portion (~75%) of the life cycle in both sexes in any invertebrate species","no",NA,NA,"no",NA,"MM","no",1
"APR122","Is behavioural plasticity consistent across different environmental gradients and through time?",2017,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",284,1860,NA,"Mitchell, David J. and Biro, Peter A.","10.1098/rspb.2017.0893","Despite accumulating evidence for individual variation in behavioural plasticity, there is currently little understanding of the causes and consequences of this variation. An outstanding question is whether individual reaction norm (RN) slopes are consistent across different environmental variables-that is, whether an individual that is highly responsive to one environmental variable will be equally responsive to a second variable. Another important and related question is whether RNs are themselves consistently expressed through time or whether they are simply state dependent. Here, we quantified individual activity rates of zebrafish in response to independent manipulations of temperature and food availability that were repeated in discrete `bursts' of sampling through time. Individuals that were thermally responsive were not more responsive to food deprivation, but they did exhibit greater unexplained variation. Individual RN slopes were consistent (repeatable) over time for both temperature (R-slope = 0.92) and food deprivation responses (R-slope = 0.4), as were mean activity rates in the standard environment (R-intercept = 0.83). Despite the high potential lability of behaviour, we have demonstrated consistency of behavioural RN components and identified potential energetic constraints leading to high consistency of thermal RNs and low consistency of food deprivation RNs.","yes",NA,"yes",NA,"yes","both","""were highly consistent overthe four weeks of observations"", ""...providing evidence for maintenance of individual differences in mean values through time"", ""these (individual:added by me) differences in mean activity were highly consistent through time""","yes","""were highly consistent overthe four weeks of observations""","no",NA,NA,"yes",NA,"PN","yes",1
"APR125","Lifelong effects of trapping experience lead to age-biased sampling: lessons from a wild bird population",2017,"ANIMAL BEHAVIOUR",130,NA,"133-139","Camacho, Carlos and Canal, David and Potti, Jaime","10.1016/j.anbehav.2017.06.018","Long-term monitoring of individually marked animals is usually required for reliable estimation of numerous life history parameters. However, capture, marking and manipulation can dramatically alter the animals' behaviour after capture, and thus affect subsequent recapture success. Here, we used a pied flycatcher, Ficedula hypoleuca, population as an example to illustrate the sampling bias resulting from the repeated capture of free-ranging individuals. By using repeated measures of the same individuals obtained during our long-term survey, we specifically evaluated the interannual response of breeding adults to capture-related stress, measured as latency to enter nestboxes equipped with a swing-trap. Moreover, we examined changes in the mean and variance of bird age with varying trapping effort using subsamples of the data set. Birds without any previous trapping experience entered nests more quickly than experienced ones, after controlling for other factors affecting latency, such as the sex, offspring quality and the order of capture relative to the other pair member. Birds' reluctance to enter the nest furthermore increased as the number of captures in previous years accumulated, implying that individual pied flycatchers became progressively more difficult to capture over the course of the study. Our results indicate that repeated exposure to capture stress over an animal's lifetime may induce long-lasting behavioural modifications that may influence trappability of the older segments of the population. We also provide evidence that this may ultimately lead to sampling bias towards younger ages, especially when effort is limited. We conclude that systematic age bias due to trapping experience can have important implications for the estimation of variation in a range of traits and should therefore be carefully checked in longitudinal studies. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST",NA,1
"APR130","`Sociability' affects the intensity of mate-choice copying in female guppies, Poecilia reticulata",2017,"BEHAVIOURAL PROCESSES",141,2,"251-257","White, David J. and Watts, Eliza and Pitchforth, Kelsey and Agyapong, Samuel and Miller, Noam","10.1016/j.beproc.2017.02.017","Selecting a quality mate can involve acquiring and accessing large amounts of information; information that can be obtained either independently or socially. One means of learning about mates socially is to attend to other members of one's sex and copy their mate choices. It is possible however that not all individuals of a species benefit equally from, or are equally effective at, copying. We examined whether female guppies copied the mate choices of other females. Then, in a separate context we measured each female's `sociability': their proclivity to affiliate with other guppies. In the mate-choice copying procedure, `focal' females chose to spend time near two putative mates. Next, focals observed another (model) female interact with the focal's non-preferred male. Finally, the focal again chose between the same two males. For sociability, we examined the time focal females spent near a trio of other guppies. Females did indeed mate copy: they spent more time with their non-preferred male when a model female had been seen interacting with that male. The effect however was highly variable. Sociability significantly predicted the intensity of mate-choice copying. Results suggest that individuals vary consistently in the types of information they use when making mating decisions. (C) 2017 Elsevier B.V. All rights reserved.","yes",NA,"yes",NA,"yes","both","""females were consistent in their sociability scores"", ""females did not show consistency within measures across the three trials for exploration"", ""the finding that individual differencesin sociability…""","yes","""females were consistent in their sociability scores"", ""females did not show consistency within measures across the three trials for exploration""","no",NA,NA,"no",NA,"PN","no",1
"APR134","Pace-of-life in a social insect: behavioral syndromes in ants shift along a climatic gradient",2017,"BEHAVIORAL ECOLOGY",28,4,"1149-1159","Segev, Udi and Burkert, Lars and Feldmeyer, Barbara and Foitzik, Susanne","10.1093/beheco/arx079","Behavioral syndromes are correlations between behavioral traits, but their selective advantage under different environmental conditions is not well understood. Here, we used the pace-of-life hypothesis to predict how behavioral syndromes could vary along climatic gradients. This hypothesis states that populations experiencing different ecological conditions should differ in suites of physiological characteristics associated with behavioral and life-history traits. We examined the persistence of behavioral syndromes at multiple levels in the ant Temnothorax longispinosus along a climatic gradient in north-eastern USA. ``Across populations{''}, we predicted that proactive phenotypes, which show higher activity, aggression and exploration, are more likely to persist in warmer climates. ``Within populations{''}, we expected positive associations among proactive behaviors to be more pronounced at warmer sites. Additionally, we measured colony productivity to test whether deviation from the population-level syndrome influences their success, and whether such deviations could vary among populations. Behavioral syndromes clearly occurred across populations, with colonies from warmer environments exhibiting more exploration and foraging but slightly less aggressiveness than colonies from colder sites. However, the presence of behavioral syndromes within sites was population-specific. Positive associations between foraging, exploration and aggression, albeit rarely found, were more pronounced at the warmest sites, whereas negative associations were more common at colder sites. Furthermore, colonies from colder environments showed higher syndrome deviations than colonies from warmer environments, which may be linked to resource limitation and may also negatively affect colony productivity. This study partially corroborates the pace-of-life hypothesis and yields insights into the adaptive value of behavioral syndromes along climatic gradients.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR135","Body size predicts between-individual differences in exploration behaviour in the southern corroboree frog",2017,"ANIMAL BEHAVIOUR",129,NA,"161-170","Kelleher, Shannon R. and Silla, Aimee J. and Dingemanse, Niels J. and Byrne, Phillip G.","10.1016/j.anbehav.2017.05.013","Proximate mechanisms underpinning between-individual variation in repeatedly expressed behaviours (animal personality) remain poorly understood. Recent theoretical models have focused on the concept of adaptive state-dependent behaviour, proposing that repeatable differences in behaviour emerge due to individual differences in repeatable state variables such as metabolic rate, age, sex or body size. Fewstudies have attempted to investigate the effect of state on personality empirically, and evidence for links between individual variation in state and personality remains equivocal. We used a captive colony of southern corroboree frogs, Pseudophryne corroboree, to (1) test for innate, temporally repeatable behavioural differences (animal personality) along the activity, exploration/avoidance and boldness/shyness behavioural axes, (2) test for behavioural syndromes (between-individual correlations between behavioural traits) and (3) determine whether behavioural traits are correlated with body size at the between-individual level. Individuals exhibited repeatable variation along all three behavioural axes, but between-individual correlations did not deviate from zero, providing no evidence for behavioural syndromes. Body size explained 40\% of the between-individual variance in exploration behaviour, with larger frogs exhibiting greater mobility and travelling further in a novel environment. These associations indicate that there is potential for innate body size variation in P. corroboree to act as an important state variable underpinning repeatable between-individual behavioural differences. Future research may test this idea experimentally. Continued investigation of state-dependent individual behaviour in P. corroboree and other animals is likely to provide important insights into the proximate causes of animal personality. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"yes","both","We used a captive colony of southern corroboree frogs, Pseudophryne corroboree, to (1) test for innate, temporally repeatable behavioural differences (animal personality) along the activity, exploration/avoidance and boldness/shyness behavioural axes [...] Individuals exhibited repeatable variation along all three behavioural axes [...] We further fitted random intercepts for individual identity to partition the variance not attributable to trial into between-individual and within-individual variance. Adjusted repeatability (R) was calculated as the proportion of phenotypic variance not attributable to fixed effects that was explained by variance between individuals (Nakagawa & Schielzeth, 2010). [...] This study showed that P. corroboree exhibited repeatable between-individual differences in behaviour along three axes (the activity, exploration/avoidance and boldness/shyness axes) providing evidence for animal personality","no",NA,"yes","none",NA,"no",NA,"AST","no",1
"APR137","Learning from the mistakes of others: How female elk (Cervus elaphus) adjust behaviour with age to avoid hunters",2017,"PLOS ONE",12,6,NA,"Thurfjell, Henrik and Ciuti, Simone and Boyce, Mark S.","10.1371/journal.pone.0178082","In animal behaviour, there is a dichotomy between innate behaviours (e. g., temperament or personality traits) versus those behaviours shaped by learning. Innate personality traits are supposedly less evident in animals when confounded by learning acquired with experience through time. Learning might play a key role in the development and adoption of successful anti-predator strategies, and the related adaptation has the potential to make animals that are more experienced less vulnerable to predation. We carried out a study in a system involving a large herbivorous mammal, female elk, Cervus elaphus, and their primary predator, i. e., human hunters. Using fine-scale satellite telemetry relocations, we tested whether differences in behaviour depending on age were due solely to selection pressure imposed by human hunters, meaning that females that were more cautious were more likely to survive and become older. Or whether learning also was involved, meaning that females adjusted their behaviour as they aged. Our results indicated that both human selection and learning contributed to the adoption of more cautious behavioural strategies in older females. Whereas human selection of behavioural traits has been shown in our previous research, we here provide evidence of additive learning processes being responsible for shaping the behaviour of individuals in this population. Female elk are indeed almost invulnerable to human hunters when older than 9 +/- 10 y. o., confirming that experience contributes to their survival. Female elk monitored in our study showed individually changing behaviours and clear adaptation as they aged, such as reduced movement rates (decreased likelihood of encountering human hunters), and increased use of secure areas (forest and steeper terrain), especially when close to roads. We also found that elk adjusted behaviours depending on the type of threat (bow and arrow vs. rifle hunters). This fine-tuning by elk to avoid hunters, rather than just becoming more cautious during the hunting season, highlights the behavioural plasticity of this species. Selection on behavioural traits and/or behavioural shifts via learning are an important but often-ignored consequence of human exploitation of wild animals. Such information is a critical component of the effects of human exploitation of wildlife populations with implications for improving their management and conservation.","yes",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"mixed model, but no mention to Rpt","MM",NA,1
"APR145","Early social isolation impairs development, mate choice and grouping behaviour of predatory mites",2017,"ANIMAL BEHAVIOUR",127,NA,"15-21","Schausberger, Peter and Gratzer, Marian and Strodl, Markus A.","10.1016/j.anbehav.2017.02.024","The social environment early in life is a key determinant of developmental, physiological and behavioural trajectories across vertebrate and invertebrate animals. One crucial variable is the presence/absence of conspecifics. For animals usually reared in groups, social isolation after birth or hatching can be a highly stressful circumstance, with potentially long-lasting consequences. Here, we assessed the effects of social deprivation (isolation) early in life, that is, absence of conspecifics, versus social enrichment, that is, presence of conspecifics, on developmental time, body size at maturity, mating behaviour and groupliving in the plant-inhabiting predatory mite Phytoseiulus persimilis. Socially deprived protonymphs developed more slowly and were less socially competent in grouping behaviour than socially enriched protonymphs. Compromised social competence in grouping behaviour was evident in decreased activity, fewer mutual encounters and larger interindividual distances, all of which may entail severe fitness costs. In female choice/male competition, socially deprived males mated earlier than socially enriched males; in male choice/female competition, socially deprived females were more likely to mate than socially enriched females. In neither mate choice situation did mating duration or body size at maturity differ between socially deprived and enriched mating opponents. Social isolation-induced shifts in mating behaviour may be interpreted as increased attractiveness or competitiveness or, more likely, as hastiness and reduced ability to assess mate quality. Overall, many of the social isolation-induced behavioural changes in P. persimilis are analogous to those observed in other animals such as cockroaches, fruit flies, fishes or rodents. We argue that, due to their profound and persistent effects, early social deprivation or enrichment may be important determinants in shaping animal personalities. (C) 2017 The Author(s). Published by Elsevier Ltd on behalf of The Association for the Study of Animal Behaviour.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR152","Repeatable and heritable behavioural variation in a wild cooperative breeder",2017,"BEHAVIORAL ECOLOGY",28,3,"668-676","Edwards, Hannah A. and Burke, Terry and Dugdale, Hannah L.","10.1093/beheco/arx013","Quantifying consistent differences in behaviour among individuals is vital to understanding the ecological and evolutionary significance of animal personality. To quantify personality, the phenotypic variation of a behavioural trait is partitioned to assess how it varies among individuals, which is also known as repeatability. If pedigree data are available, the phenotypic variation can then be further partitioned to estimate the additive genetic variance and heritability. Assessing the repeatability and heritability of personality traits therefore allows for a better understanding of what natural selection can act upon, enabling evolution. In a natural population of facultative cooperatively breeding Seychelles warbler (Acrocephalus sechellensis) on Cousin Island, a lack of breeding vacancies forces individuals into different life-history strategies, and these differences in reproductive state could generate behavioural differences among individuals in the population. We used this population to estimate the repeatability of 4 behavioural traits (novel environment exploration, novel object exploration, obstinacy/struggle rate, and escape response), and narrow-sense heritability (of behavior, h(B)(2); behavior minus observer variance; and personality), and evolvability, of the repeatable behavioural traits. We also tested for an among-individual correlation between the repeatable traits. We found that, compared to estimates in other study species, the exploratory behaviours were moderately repeatable (0.23-0.37), there was a positive among-individual correlation (0.51) between novel environment and novel object exploration, and that novel environment exploration was moderately heritable (0.17; h(B)(2) was low as it includes observer variance). This study further clarifies the additive genetic variance available for selection to act upon in this cooperatively breeding bird.","yes",NA,NA,NA,"yes","both","Repeatability gives an indication of the consistency in the differences between individuals across contexts or over time ","yes","Repeatability gives an indication of the consistency in the differences between individuals across contexts or over time ","no",NA,NA,"yes",NA,"MM","yes",1
"APR158","Pace of life and behaviour: rapid development is linked with increased activity and voracity in the wolf spider Pardosa agrestis",2017,"ANIMAL BEHAVIOUR",126,NA,"145-151","Radai, Zoltan and Kiss, Balazs and Barta, Zoltan","10.1016/j.anbehav.2017.02.004","Modern life history theory hypothesizes that pace of life is a strong predictor of life history traits. Recently, the notion that life history studies should integrate animal behaviour has emerged, because between-individual differences in behaviour are often coupled with fitness differences. So far, studies have mainly focused on interspecies or interpopulation perspectives, and research on the effects of life history differences on individual behaviour remain scarce. In the present study we aimed to contribute to the understanding of how pace of life is related to consistent individual behaviour. We investigated the relationship between developmental speed and consistent behaviour of the field wolf spider, Pardosa agrestis. In this species, individuals originating from the same clutch can typically follow either a slow or a rapid developmental pathway, characterized by a developmental time of about 10 or 3 months, respectively. We found that spiders, regardless of their developmental speed, behaved consistently in most of the tests. Our results also show that individuals developing rapidly were significantly more active during exploration and more successful in prey-catching tests than slowly developing spiders. Although rapidly developing spiders were bolder in one of the tests, this difference did not persist over the repeated measurements. Our work seems to support the notion that pace of life and animal personality are correlated, and pace of life might predict the behavioural types of individuals. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"yes","within","We found that spiders, regardless of their developmental speed, behaved consistently in most of the tests. [...] The repeatability of activity was assessed using the R package ‘rptR’ [...] In order to test whether activity is rank order repeatable, we used Kendall's coefficient of concordance (also known as Kendall's W) as well. The reason of this was that by doing so one might see if individuals are consistent in their activity even if there is shift in their mean behaviour over ontogeny (Gyuris et al., 2012). [...] spiders were consistent in their behaviour across time in many of the behaviours. The exceptions were activity in the first test session, willingness to attack small artificial prey (also in the first test session), and in the second test session the latencies before catching prey and emergence from shelter. For activity in the first test session we got contradictory results between rank- and LMM-based analyses. Activity was repeatable according to the Kendall's coefficient of concordance, but not the LMM, probably because of the small sample size. As for the latencies before catching prey and emerging from shelter, it seems that those individuals that caught prey or emerged made their decisions in the first few seconds of the tests, which resulted in relatively large within-individual variances in the latency values, and thus statistically nonrepeatable measures of behaviour. Although individuals were consistent in their willingness to attack large artificial prey (in the first test session) and living prey (in the second test session), the probability of attacking small artificial prey (first test session) did not show significant repeatability.","yes","We found that spiders, regardless of their developmental speed, behaved consistently in most of the tests. [...] The repeatability of activity was assessed using the R package ‘rptR’ [...] In order to test whether activity is rank order repeatable, we used Kendall's coefficient of concordance (also known as Kendall's W) as well. The reason of this was that by doing so one might see if individuals are consistent in their activity even if there is shift in their mean behaviour over ontogeny (Gyuris et al., 2012). [...] spiders were consistent in their behaviour across time in many of the behaviours. The exceptions were activity in the first test session, willingness to attack small artificial prey (also in the first test session), and in the second test session the latencies before catching prey and emergence from shelter. For activity in the first test session we got contradictory results between rank- and LMMbased analyses. Activity was repeatable according to the Kendall's coefficient of concordance, but not the LMM, probably because of the small sample size. As for the latencies before catching prey and emerging from shelter, it seems that those individuals that caught prey or emerged made their decisions in the first few seconds of the tests, which resulted in relatively large within-individual variances in the latency values, and thus statistically nonrepeatable measures of behaviour. Although individuals were consistent in their willingness to attack large artificial prey (in the first test session) and living prey (in the second test session), the probability of attacking small artificial prey (first test session) did not show significant repeatability.","no",NA,NA,"no","Authors more or less compare repeatabilities obtained but it was not clear enough for me to be sure they really compare them, and as such, repeatability comparison left as no","AST","no",1
"APR164","Male risk-taking is related to number of mates in a polygynous bird",2017,"BEHAVIORAL ECOLOGY",28,2,"541-548","Habig, Bobby and Chiyo, Patrick I. and Lahti, David C.","10.1093/beheco/arw187","Evolutionary theory predicts that when intrasexual competition is intense, risky behaviors can evolve if they enhance reproductive success. Here we tested the idea that polygynous males exhibit predictable variation in risk-taking during intense competition for mates. We conducted an observational study of a village weaverbird (Ploceus cucullatus) breeding colony, and video recorded synchronous fleeing events, a common predator avoidance behavior. Males adjusted their flight from the colony according to the amplitude (loudness) and Wiener entropy (harshness) of conspecific alarm calls during a perceived threat. Males also varied in how often they fled the colony. Specifically, in line with predictions based on the value of a male's territory, males with more nesting females were less likely to flee, and returned sooner if they did flee, compared to males with fewer nesting females. Males with a nest under construction also returned to their nests sooner than males without constructions in progress, consistent with predictions based on nest sabotage by conspecifics. These results suggest that male weavers perform a cost-benefit analysis in real time in order to decide how to respond to a perceived threat, with self-protection trading off with the security of one's territory and mates.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST",NA,1
